1	LOC100288778
1	OR4F5
1	WASH7P
1	FAM138F
1	FAM138A
2	LOC100132062
2	OR4F16
2	OR4F3
2	OR4F29
2	LOC100133331
2	LOC100132287
4	OR4F16
4	NCRNA00115
4	LOC100133331
4	OR4F3
4	LOC100288069
4	OR4F29
4	FAM41C
4	LOC643837
5	HES4
5	KLHL17
5	ISG15
5	PLEKHN1
5	AGRN
5	C1orf170
5	FLJ39609
5	FAM41C
5	SAMD11
5	NOC2L
6	TTLL10
6	FAM132A
6	B3GALT6
6	MIR200A
6	SDF4
6	TNFRSF4
6	C1orf159
6	MIR429
6	TNFRSF18
6	UBE2J2
6	MIR200B
7	LOC441869
7	MXRA8
7	CPSF3L
7	TAS1R3
7	CCNL2
7	AURKAIP1
7	ACAP3
7	DVL1
7	PUSL1
7	MRPL20
7	TMEM88B
7	VWA1
7	LOC148413
7	GLTPD1
7	SCNN1D
7	ATAD3B
7	ATAD3C
8	MMP23A
8	SSU72
8	MMP23B
8	CDK11B
8	SLC35E2B
8	ATAD3A
8	ATAD3B
8	MIB2
8	C1orf70
9	MMP23A
9	CDK11A
9	GNB1
9	SLC35E2
9	NADK
9	CDK11B
9	SLC35E2B
10	CALML6
10	PRKCZ
10	GABRD
10	KIAA1751
10	TMEM52
10	GNB1
11	SKI
11	C1orf86
11	LOC100128003
11	PRKCZ
12	SKI
12	RER1
12	LOC100129534
12	PEX10
12	PLCH2
12	MORN1
13	LOC100133445
13	C1orf93
13	HES5
13	TNFRSF14
13	PLCH2
13	MMEL1
13	LOC115110
13	PANK4
15	ACTRT2
15	FLJ42875
15	PRDM16
16	MIR4251
16	PRDM16
17	ARHGEF16
17	PRDM16
17	MEGF6
18	TP73
18	MIR551A
18	WDR8
18	TPRG1L
18	MEGF6
19	DFFB
19	KIAA0562
19	C1orf174
19	KIAA0495
19	LOC388588
19	LRRC47
19	TP73
19	CCDC27
20	C1orf174
20	LOC100133612
22	LOC284661
24	AJAP1
30	NPHP4
30	KCNAB2
31	CHD5
31	RNF207
31	RPL22
31	KCNAB2
32	GPR153
32	RNF207
32	ICMT
32	HES2
32	ACOT7
32	HES3
33	MIR4252
33	KLHL21
33	ESPN
33	NOL9
33	TNFRSF25
33	TAS1R1
33	PLEKHG5
33	ZBTB48
33	PHF13
33	HES2
34	THAP3
34	PHF13
34	DNAJC11
34	CAMTA1
35	CAMTA1
36	CAMTA1
37	CAMTA1
38	CAMTA1
39	PER3
39	VAMP3
39	CAMTA1
40	PER3
40	ERRFI1
40	TNFRSF9
40	UTS2
40	PARK7
41	ERRFI1
42	RERE
42	SLC45A1
43	RERE
44	RERE
45	SLC2A7
45	CA6
45	RERE
45	ENO1
46	SLC2A5
46	SLC2A7
46	MIR34A
46	GPR157
47	H6PD
47	SPSB1
48	TMEM201
48	SLC25A33
49	PIK3CD
49	C1orf200
49	CLSTN1
50	LZIC
50	NMNAT1
50	CTNNBIP1
50	RBP7
50	CLSTN1
51	KIF1B
51	UBE4B
52	PGD
52	KIF1B
53	PGD
53	PEX14
53	CORT
53	APITD1
53	APITD1-CORT
53	DFFA
54	PEX14
54	CASZ1
55	TARDBP
55	C1orf127
56	SRM
56	EXOSC10
56	ANGPTL7
56	TARDBP
56	MTOR
56	MASP2
57	UBIAD1
57	MTOR
58	PTCHD2
59	MTHFR
59	MAD2L2
59	FBXO6
59	CLCN6
59	FBXO2
59	FBXO44
59	C1orf187
59	AGTRAP
60	KIAA2013
60	NPPA
60	MFN2
60	CLCN6
60	PLOD1
60	NPPA-AS1
60	NPPB
61	MIIP
61	TNFRSF1B
61	TNFRSF8
62	VPS13D
63	SNORA59A
63	VPS13D
63	SNORA59B
63	DHRS3
64	AADACL4
64	C1orf158
64	PRAMEF12
64	AADACL3
64	DHRS3
64	PRAMEF1
65	PRAMEF2
65	PRAMEF10
65	HNRNPCL1
65	LOC649330
65	PRAMEF7
65	PRAMEF8
65	PRAMEF22
65	PRAMEF11
65	PRAMEF4
65	PRAMEF6
66	PRAMEF5
66	LOC440563
67	PRAMEF19
67	PRAMEF9
67	PRAMEF20
67	PRAMEF14
67	PRAMEF3
67	PRAMEF18
67	PRAMEF8
67	PRAMEF21
67	PRAMEF15
67	PRAMEF22
67	PRAMEF5
67	PRAMEF16
67	PRAMEF6
68	PRAMEF19
68	PRAMEF13
68	PRAMEF9
68	PRAMEF14
68	PRAMEF7
68	PRAMEF8
68	PRAMEF18
68	PRAMEF15
68	PRAMEF17
69	PRAMEF21
69	PDPN
69	PRAMEF20
69	LRRC38
70	PDPN
70	PRDM2
71	PRDM2
74	KAZN
75	KAZN
76	KAZN
77	TMEM51
77	C1orf126
77	KAZN
78	TMEM51
78	FHAD1
79	AGMAT
79	CELA2B
79	CTRC
79	EFHD2
79	DNAJC16
79	CELA2A
79	CASP9
80	FBLIM1
80	SLC25A34
80	TMEM82
80	DDI2
80	PLEKHM2
80	RSC1A1
81	SPEN
81	FLJ37453
81	UQCRHL
81	ZBTB17
82	ARHGEF19
82	EPHA2
82	HSPB7
82	FAM131C
82	CLCNKB
82	CLCNKA
82	C1orf64
83	C1orf89
83	ARHGEF19
83	SPATA21
83	C1orf144
83	FBXO42
84	SPATA21
84	MIR3675
84	NBPF1
84	CROCCP3
84	NECAP2
85	MST1P9
85	ESPNP
85	MST1P2
85	CROCCP2
85	MIR3675
85	NBPF1
86	MFAP2
86	CROCC
86	ATP13A2
86	MIR3675
87	PADI2
87	SDHB
87	ATP13A2
88	PADI4
88	PADI6
88	PADI1
88	PADI3
89	RCC2
89	ARHGEF10L
89	PADI6
90	ACTL8
90	ARHGEF10L
91	ACTL8
92	IGSF21
93	IGSF21
94	KLHDC7A
95	PAX7
96	IFFO2
96	TAS1R2
96	ALDH4A1
97	UBR4
98	AKR7A3
98	MRTO4
98	AKR7A2
98	AKR7L
98	LOC100506730
98	PQLC2
98	KIAA0090
98	CAPZB
98	UBR4
99	C1orf15-NBL1
99	C1orf151
99	CAPZB
100	C1orf15-NBL1
100	HTR6
100	NBL1
100	TMCO4
100	C1orf151
101	OTUD3
101	RNF186
101	PLA2G2A
101	PLA2G2E
102	PLA2G2F
102	UBXN10
102	PLA2G2D
102	PLA2G5
102	PLA2G2C
103	VWA5B1
103	LOC339505
104	CAMK2N1
104	MUL1
104	FAM43B
104	CDA
104	LOC339505
105	SH2D5
105	HP1BP3
105	PINK1
105	KIF17
105	DDOST
105	CDA
106	EIF4G3
107	EIF4G3
108	ECE1
109	NBPF3
109	RAP1GAP
109	ALPL
110	RAP1GAP
110	USP48
111	LDLRAD2
111	HSPG2
111	CELA3B
112	WNT4
112	CELA3A
112	CDC42
112	HSPC157
114	EPHA8
114	ZBTB40
115	EPHA8
115	C1QB
115	EPHB2
115	C1QA
115	C1QC
116	MIR4253
116	EPHB2
117	HTR1D
117	MIR3115
117	KDM1A
117	LUZP1
118	ZNF436
118	TCEA3
118	C1orf213
118	HNRNPR
119	TCEA3
119	E2F2
119	ID3
119	ASAP3
120	C1orf128
120	TCEB3
120	LYPLA2
120	GALE
120	RPL11
120	MDS2
121	FUCA1
121	PNRC2
121	CNR2
121	SRSF10
121	HMGCL
122	IL28RA
122	MYOM3
122	IL22RA1
122	LOC284632
123	C1orf201
123	GRHL3
123	LOC284632
124	C1orf130
124	NIPAL3
124	C1orf201
124	RCAN3
