1	LOC100288778
1	WASH7P
2	WASH7P
3	FAM138F
3	FAM138A
6	OR4F5
32	LOC100132062
32	LOC100133331
32	LOC100132287
36	OR4F16
36	OR4F3
36	OR4F29
62	OR4F16
62	OR4F3
62	OR4F29
66	LOC100133331
70	LOC100288069
71	LOC100288069
76	NCRNA00115
76	LOC643837
77	LOC643837
78	LOC643837
80	FAM41C
81	FAM41C
85	FLJ39609
86	SAMD11
87	NOC2L
87	SAMD11
88	NOC2L
89	KLHL17
89	NOC2L
90	KLHL17
90	PLEKHN1
91	PLEKHN1
91	C1orf170
93	HES4
94	ISG15
95	AGRN
96	AGRN
97	AGRN
98	AGRN
99	AGRN
101	C1orf159
102	C1orf159
103	C1orf159
104	C1orf159
105	C1orf159
110	TTLL10
110	MIR200A
110	MIR429
110	MIR200B
111	TTLL10
112	TTLL10
113	TTLL10
113	TNFRSF18
114	TNFRSF18
114	TNFRSF4
115	SDF4
116	B3GALT6
116	SDF4
117	FAM132A
117	B3GALT6
118	FAM132A
118	UBE2J2
119	UBE2J2
120	UBE2J2
121	SCNN1D
122	SCNN1D
122	ACAP3
123	ACAP3
124	CPSF3L
124	ACAP3
124	PUSL1
125	CPSF3L
126	TAS1R3
126	GLTPD1
127	DVL1
128	MXRA8
128	DVL1
129	MXRA8
130	AURKAIP1
131	AURKAIP1
132	CCNL2
133	CCNL2
133	LOC148413
133	MRPL20
134	MRPL20
135	LOC441869
136	TMEM88B
137	VWA1
138	ATAD3C
139	ATAD3C
140	ATAD3B
140	ATAD3C
141	ATAD3B
142	ATAD3B
143	ATAD3B
144	ATAD3A
145	ATAD3A
146	ATAD3A
147	SSU72
147	C1orf70
148	SSU72
149	SSU72
150	SSU72
151	SSU72
155	MIB2
156	MMP23A
156	MMP23B
156	MIB2
157	CDK11B
158	CDK11B
159	CDK11B
159	SLC35E2B
160	CDK11B
160	SLC35E2B
161	CDK11B
161	SLC35E2B
162	CDK11B
162	SLC35E2B
163	MMP23A
163	CDK11A
163	CDK11B
164	CDK11A
164	CDK11B
165	CDK11A
165	SLC35E2
165	CDK11B
166	SLC35E2
167	SLC35E2
168	NADK
169	NADK
170	NADK
171	GNB1
171	NADK
172	GNB1
173	GNB1
174	GNB1
175	GNB1
176	GNB1
177	GNB1
178	GNB1
179	GNB1
180	GNB1
181	GNB1
182	GNB1
184	CALML6
184	TMEM52
185	TMEM52
188	KIAA1751
189	KIAA1751
190	KIAA1751
191	KIAA1751
192	KIAA1751
193	KIAA1751
195	GABRD
196	GABRD
198	PRKCZ
199	PRKCZ
200	PRKCZ
201	PRKCZ
202	PRKCZ
203	PRKCZ
204	PRKCZ
205	PRKCZ
206	PRKCZ
207	PRKCZ
208	PRKCZ
209	PRKCZ
210	PRKCZ
211	C1orf86
211	PRKCZ
212	C1orf86
212	LOC100128003
213	C1orf86
215	SKI
216	SKI
217	SKI
218	SKI
219	SKI
220	SKI
221	SKI
222	SKI
223	SKI
224	SKI
225	MORN1
226	MORN1
